file,keywords,description,queries
data/bpmn/dispatch.bpmn,"['Logistiek', 'Secretaresse', 'Magazijn', 'Verzekeren', 'Pakketlabel', 'Verzenden', 'Verzendmethode', 'Speciale behandeling', 'Offertes', 'Logistiek bedrijf', 'Bestelling plaatsen', 'Goederen verpakken', 'Voorbereiding ophalen', 'Zending voorbereid', 'superNode']","Het proces beschrijft de stappen die een logistiek bedrijf neemt om goederen te verzenden. Het begint met de beslissing of een pakket verzekerd moet worden, gevolgd door het labelen, kiezen van de verzendmethode en het bepalen of speciale behandeling nodig is. Er worden drie offertes van logistieke bedrijven opgevraagd, waarna er een keuze wordt gemaakt en een bestelling wordt geplaatst. Vervolgens worden de goederen verpakt en voorbereid voor ophalen, waarna de zending als voorbereid wordt gemarkeerd.","[{'query': 'Logistiek proces voor verzending van goederen', 'language': 'Dutch'}, {'query': 'Logistics process for shipping goods', 'language': 'English'}, {'query': ""Processus logistique pour l'expédition des marchandises"", 'language': 'French'}, {'query': 'Stappen voor het verzekeren van een pakket', 'language': 'Dutch'}, {'query': 'Steps to insure a parcel', 'language': 'English'}, {'query': 'Étapes pour assurer un colis', 'language': 'French'}, {'query': 'Selectieprocedure logistiek bedrijf', 'language': 'Dutch'}, {'query': 'Logistic company selection process', 'language': 'English'}, {'query': ""Processus de sélection d'une entreprise logistique"", 'language': 'French'}, {'query': 'Voorbereiding van goederen voor verzending', 'language': 'Dutch'}, {'query': 'Preparation of goods for shipment', 'language': 'English'}, {'query': ""Préparation des marchandises pour l'expédition"", 'language': 'French'}, {'query': 'Offertes aanvragen bij logistieke bedrijven', 'language': 'Dutch'}, {'query': 'Requesting quotes from logistic companies', 'language': 'English'}, {'query': 'Demander des devis aux entreprises logistiques', 'language': 'French'}, {'query': 'Proces van pakketlabel schrijven', 'language': 'Dutch'}, {'query': 'Process of writing package label', 'language': 'English'}, {'query': ""Processus d'écriture de l'étiquette du colis"", 'language': 'French'}, {'query': 'Bepalen van verzendmethode voor goederen', 'language': 'Dutch'}, {'query': 'Determining shipment method for goods', 'language': 'English'}, {'query': ""Détermination de la méthode d'expédition pour les marchandises"", 'language': 'French'}]"
data/bpmn/hoofdprocesProcesMelding.bpmn,"['Hoofdproces', 'Proces Melding', 'Resultaat controle', 'Onvolledig', 'Herclassificatie', 'Ontvankelijk', 'Onontvankelijk', 'Subproces', 'Behandelingsdiensten', 'Meldingsformulier', 'Aanvraag afgesloten', 'E-mailadres', 'Logindata', 'MAGDA', 'Automatische e-mail', 'Herinneringsmail', 'Ontvangstbevestiging', 'Notificatie', 'Communicatie', 'Dubbele melding', 'Klacht', 'Herberekening', 'Dossierlabel', 'Beslissingsbrief', 'CBS']","Het proces beschrijft de stappen die worden gevolgd bij het behandelen van een melding. Het begint met de indiening van een aanvraag en de controle op volledigheid en juiste classificatie. Afhankelijk van de uitkomst wordt de melding als ontvankelijk of onontvankelijk beschouwd. Er zijn subprocessen voor het behandelen van de melding, het aanpassen van het meldingsformulier, en communicatie met de melder via e-mail. Het proces omvat ook stappen voor het automatisch versturen van e-mails, het opvragen van gegevens via MAGDA, en het afhandelen van dubbele meldingen of klachten. Het proces eindigt met het versturen van een beslissingsbrief of het herclassificeren van de melding.","[{'query': 'BPMN processtroom melding behandeling', 'language': 'Dutch'}, {'query': 'BPMN process flow for handling notifications', 'language': 'English'}, {'query': 'Flux de processus BPMN pour la gestion des notifications', 'language': 'French'}, {'query': 'BPMN onvolledige aanvraag herclassificatie', 'language': 'Dutch'}, {'query': 'BPMN reclassification of incomplete application', 'language': 'English'}, {'query': ""Reclassification d'une demande incomplète BPMN"", 'language': 'French'}, {'query': 'BPMN ontvankelijkheidstoetsing melding', 'language': 'Dutch'}, {'query': 'BPMN admissibility check for notification', 'language': 'English'}, {'query': ""Vérification de l'admissibilité d'une notification BPMN"", 'language': 'French'}, {'query': 'BPMN automatische e-mail bij melding', 'language': 'Dutch'}, {'query': 'BPMN automatic email notification process', 'language': 'English'}, {'query': ""Processus d'e-mail automatique pour les notifications BPMN"", 'language': 'French'}, {'query': 'BPMN dubbele melding klachtbehandeling', 'language': 'Dutch'}, {'query': 'BPMN handling of duplicate notification complaints', 'language': 'English'}, {'query': 'Traitement des plaintes pour notifications en double BPMN', 'language': 'French'}, {'query': 'BPMN meldingsformulier aanpassen subprocess', 'language': 'Dutch'}, {'query': 'BPMN subprocess for modifying notification form', 'language': 'English'}, {'query': 'Sous-processus BPMN pour la modification du formulaire de notification', 'language': 'French'}, {'query': 'BPMN communicatie na melding', 'language': 'Dutch'}, {'query': 'BPMN communication after notification', 'language': 'English'}, {'query': 'Communication BPMN après notification', 'language': 'French'}, {'query': 'BPMN beslissingsbrief versturen proces', 'language': 'Dutch'}, {'query': 'BPMN process for sending decision letter', 'language': 'English'}, {'query': ""Processus BPMN pour l'envoi de la lettre de décision"", 'language': 'French'}]"
data/bpmn/Jeugd-Fuifkwaliteitslabel-aanvraag-Poperinge_v0.1.bpmn,"['Jeugd', 'Fuifkwaliteitslabel', 'Aanvraag', 'Poperinge', 'Jeugddienst', 'Schepencollege', 'Financiële dienst', 'Organisator', 'Jury', 'Evaluatie', 'Aanvraagformulier', 'Evaluatieformulier', 'Verantwoordingsstukken', 'Puntenberekening', 'Rangschikking', 'Goedkeuring', 'Uitbetaling', 'CBS']","Het proces beschrijft de stappen die genomen moeten worden voor het aanvragen van een Fuifkwaliteitslabel in Poperinge. Organisatoren vullen een aanvraagformulier in, dat vervolgens geëvalueerd wordt door een jury. Afhankelijk van de evaluatie worden verantwoordingsstukken beoordeeld en een puntenberekening en rangschikking gemaakt. Na goedkeuring door het Schepencollege en de Jeugddienst worden organisatoren op de hoogte gebracht en vindt de uitbetaling plaats. Het proces moet uiterlijk op 31 augustus voltooid zijn en wordt afgesloten met een evaluatie van de financiële dienst en plaatsing op de agenda van het CBS.","[{'query': 'Jeugd Fuifkwaliteitslabel aanvraagproces Poperinge', 'language': 'Dutch'}, {'query': 'Youth Party Quality Label application process Poperinge', 'language': 'English'}, {'query': 'Demande de label de qualité de fête de jeunesse Poperinge', 'language': 'French'}, {'query': 'Evaluatieprocedure voor fuifkwaliteitslabel', 'language': 'Dutch'}, {'query': 'Evaluation process for party quality label', 'language': 'English'}, {'query': ""Processus d'évaluation pour le label de qualité de fête"", 'language': 'French'}, {'query': 'Stappenplan uitbetaling fuiforganisatoren', 'language': 'Dutch'}, {'query': 'Payment procedure for party organizers', 'language': 'English'}, {'query': 'Procédure de paiement pour les organisateurs de fête', 'language': 'French'}, {'query': 'Aanvraagformulier en evaluatieformulier fuif', 'language': 'Dutch'}, {'query': 'Application and evaluation forms for party', 'language': 'English'}, {'query': ""Formulaire de demande et d'évaluation pour fête"", 'language': 'French'}, {'query': 'Puntenberekening en rangschikking evenementen', 'language': 'Dutch'}, {'query': 'Scoring and ranking of events', 'language': 'English'}, {'query': 'Calcul des points et classement des événements', 'language': 'French'}, {'query': 'Goedkeuringsproces Schepencollege fuif', 'language': 'Dutch'}, {'query': 'Approval process by the College of Aldermen for party', 'language': 'English'}, {'query': ""Processus d'approbation par le Collège des échevins pour fête"", 'language': 'French'}, {'query': 'Jeugddienst Poperinge fuifbeleid', 'language': 'Dutch'}, {'query': 'Youth Service Poperinge party policy', 'language': 'English'}, {'query': 'Service de la jeunesse Poperinge politique de fête', 'language': 'French'}]"
data/bpmn/Jeugd-Kadervormingsubsidieaanvraag-Poperinge_v0.1.bpmn,"['Jeugd', 'Kadervormingsubsidie', 'Aanvraag', 'Poperinge', 'Schepencollege', 'Financiële dienst', 'Indienen', 'Aanvullen', 'Bewijzen', 'Vereniging', 'Jongere', 'Compleet', 'Evalueren', 'Jeugddienst', 'Uitbetalen', 'CBS', 'Agenda', 'Evaluatie', 'Goedkeuring', 'Berekenen', 'Bedragen', 'superNode']","Het proces beschrijft de stappen voor het aanvragen van een kadervormingsubsidie door een vereniging of jongere in Poperinge. Het begint met het indienen van een aanvraagformulier en het aanvullen van bewijzen voor kadervorming. De aanvraag wordt vervolgens geëvalueerd door de Jeugddienst. Na goedkeuring door het Schepencollege en de Financiële dienst, wordt de aanvraag op de agenda van het College van Burgemeester en Schepenen (CBS) geplaatst. Na 30 september worden de bedragen berekend en uitbetaald aan de jongere of vereniging.","[{'query': 'Kadervormingsubsidie aanvraagproces Poperinge', 'language': 'Dutch'}, {'query': 'Youth training subsidy application process Poperinge', 'language': 'English'}, {'query': 'Demande de subvention de formation cadre Poperinge', 'language': 'French'}, {'query': 'Stappenplan uitbetaling jeugdsubsidie', 'language': 'Dutch'}, {'query': 'Step-by-step payment process for youth subsidy', 'language': 'English'}, {'query': 'Processus de paiement étape par étape pour la subvention jeunesse', 'language': 'French'}, {'query': 'Evaluatieprocedure subsidieaanvragen jeugd', 'language': 'Dutch'}, {'query': 'Evaluation procedure for youth subsidy applications', 'language': 'English'}, {'query': ""Procédure d'évaluation des demandes de subvention jeunesse"", 'language': 'French'}, {'query': 'BPMN jeugdvereniging financiële ondersteuning', 'language': 'Dutch'}, {'query': 'BPMN youth association financial support', 'language': 'English'}, {'query': 'BPMN soutien financier association de jeunesse', 'language': 'French'}, {'query': 'Goedkeuringsproces Schepencollege subsidies', 'language': 'Dutch'}, {'query': 'Approval process by the College of Aldermen for subsidies', 'language': 'English'}, {'query': ""Processus d'approbation par le Collège des échevins pour les subventions"", 'language': 'French'}, {'query': 'Jeugddienst evaluatie kadervormingsubsidie', 'language': 'Dutch'}, {'query': 'Youth service evaluation of training framework subsidy', 'language': 'English'}, {'query': 'Évaluation du service jeunesse de la subvention de formation cadre', 'language': 'French'}, {'query': 'Agendapunt CBS kadervormingsubsidie', 'language': 'Dutch'}, {'query': 'Agenda item CBS for training framework subsidy', 'language': 'English'}, {'query': ""Point d'agenda CBS pour la subvention de formation cadre"", 'language': 'French'}]"
data/bpmn/Jeugd-Project-subsidieaanvraag-Poperinge_v0.1.bpmn,"['Jeugdproject', 'Subsidieaanvraag', 'Poperinge', 'Jeugddienst', 'Schepencollege', 'Financiële dienst', 'Organisator', 'Dagelijks bestuur jeugdraad', 'Evaluatie', 'Aanvraagformulier', 'Verantwoordingsstukken', 'Goedkeuring', 'Uitbetaling', 'CBS']","Het proces beschrijft de stappen voor het aanvragen van een subsidie voor jeugdprojecten in Poperinge. Organisatoren moeten een aanvraagformulier invullen en deze, samen met de verantwoordingsstukken, indienen. De aanvraag wordt geëvalueerd door de jeugddienst en het dagelijks bestuur van de jeugdraad. Indien informatie ontbreekt, moet deze aangevuld worden. Na evaluatie van de verantwoordingsstukken en eventuele onduidelijkheden, wordt een beslissing genomen door het schepencollege. Bij goedkeuring worden de totalen per organisator berekend en volgt de uitbetaling. Het proces wordt afgesloten met het plaatsen van de goedkeuring op de agenda van het College van Burgemeester en Schepenen (CBS).","[{'query': 'Jeugdproject subsidieaanvraag proces Poperinge', 'language': 'Dutch'}, {'query': 'Youth project subsidy application process Poperinge', 'language': 'English'}, {'query': 'Demande de subvention projet jeunesse Poperinge', 'language': 'French'}, {'query': 'Evaluatieprocedure subsidieaanvragen jeugd', 'language': 'Dutch'}, {'query': 'Evaluation procedure for youth subsidy applications', 'language': 'English'}, {'query': ""Procédure d'évaluation des demandes de subvention jeunesse"", 'language': 'French'}, {'query': 'Indienen verantwoordingsstukken jeugdproject', 'language': 'Dutch'}, {'query': 'Submission of accountability documents youth project', 'language': 'English'}, {'query': 'Soumission des pièces justificatives projet jeunesse', 'language': 'French'}, {'query': 'Goedkeuringsproces subsidie jeugddienst Poperinge', 'language': 'Dutch'}, {'query': 'Approval process for youth service subsidy Poperinge', 'language': 'English'}, {'query': ""Processus d'approbation subvention service jeunesse Poperinge"", 'language': 'French'}, {'query': 'Uitbetalingsprocedure subsidie jeugdorganisatoren', 'language': 'Dutch'}, {'query': 'Payment procedure for youth organizers subsidy', 'language': 'English'}, {'query': 'Procédure de paiement subvention organisateurs jeunesse', 'language': 'French'}, {'query': 'Stappenplan aanvraag jeugdprojectsubsidie', 'language': 'Dutch'}, {'query': 'Step-by-step plan for youth project subsidy application', 'language': 'English'}, {'query': 'Plan étape par étape demande de subvention projet jeunesse', 'language': 'French'}, {'query': 'Rol van Schepencollege in subsidieproces', 'language': 'Dutch'}, {'query': 'Role of the Executive Council in the subsidy process', 'language': 'English'}, {'query': 'Rôle du Collège échevinal dans le processus de subvention', 'language': 'French'}, {'query': 'BPMN diagram jeugdproject subsidie Poperinge', 'language': 'Dutch'}, {'query': 'BPMN diagram youth project subsidy Poperinge', 'language': 'English'}, {'query': 'Diagramme BPMN subvention projet jeunesse Poperinge', 'language': 'French'}]"
data/bpmn/Jeugd-subsidieaanvraag-Poperinge_v0.1.bpmn,"['Jeugddienst', 'Subsidieaanvraag', 'Verenigingen', 'Evaluatie', 'Schepencollege', 'Financiële dienst', 'Werkingssubsidie', 'Jeugdraad', 'Goedkeuring', 'Uitbetaling', 'SuperNode']","Het proces beschrijft de stappen die doorlopen worden bij een subsidieaanvraag voor jeugdverenigingen in Poperinge. Het begint met de communicatie naar de verenigingen en omvat het invullen van de werkingssubsidie, het aanvullen van informatie, de evaluatie door de jeugddienst, jeugdraad en het schepencollege, en eindigt met de goedkeuring en uitbetaling van de subsidie. Er zijn beslismomenten (goedgekeurd ja/nee) en berekeningen van totalen per vereniging. Ook wordt er aandacht besteed aan onduidelijkheden en toegekende bedragen.","[{'query': 'Subsidieaanvraag proces voor jeugdverenigingen in Poperinge', 'language': 'Dutch'}, {'query': 'Youth association subsidy application process in Poperinge', 'language': 'English'}, {'query': 'Processus de demande de subvention pour les associations de jeunesse à Poperinge', 'language': 'French'}, {'query': 'Evaluatieprocedure van subsidiedossiers door jeugdraad en schepencollege', 'language': 'Dutch'}, {'query': 'Evaluation procedure of subsidy files by youth council and college of aldermen', 'language': 'English'}, {'query': ""Procédure d'évaluation des dossiers de subvention par le conseil de la jeunesse et le collège des échevins"", 'language': 'French'}, {'query': 'Stappenplan voor uitbetaling werkingssubsidie aan verenigingen', 'language': 'Dutch'}, {'query': 'Step-by-step plan for paying out operational subsidies to associations', 'language': 'English'}, {'query': 'Plan par étapes pour le paiement des subventions de fonctionnement aux associations', 'language': 'French'}, {'query': 'BPMN diagram van subsidie goedkeuringsproces', 'language': 'Dutch'}, {'query': 'BPMN diagram of subsidy approval process', 'language': 'English'}, {'query': ""Diagramme BPMN du processus d'approbation des subventions"", 'language': 'French'}, {'query': 'Rol van financiële dienst in subsidieaanvraag voor jeugdverenigingen', 'language': 'Dutch'}, {'query': 'Role of the financial service in subsidy application for youth associations', 'language': 'English'}, {'query': 'Rôle du service financier dans la demande de subvention pour les associations de jeunesse', 'language': 'French'}, {'query': 'Communicatieproces naar verenigingen over subsidies', 'language': 'Dutch'}, {'query': 'Communication process to associations about subsidies', 'language': 'English'}, {'query': 'Processus de communication aux associations concernant les subventions', 'language': 'French'}, {'query': 'Jeugddienst evaluatie van vereniging dossier', 'language': 'Dutch'}, {'query': 'Youth service evaluation of association file', 'language': 'English'}, {'query': ""Évaluation du dossier d'association par le service de la jeunesse"", 'language': 'French'}, {'query': 'Besluitvorming subsidieaanvraag in gemeente Poperinge', 'language': 'Dutch'}, {'query': 'Decision-making on subsidy application in the municipality of Poperinge', 'language': 'English'}, {'query': 'Prise de décision sur la demande de subvention dans la municipalité de Poperinge', 'language': 'French'}]"
data/bpmn/Jeugd-verenigingen-met-specifieke-doelgroep-subsidie-Poperinge_v0.1.bpmn,"['Jeugdverenigingen', 'Specifieke doelgroep', 'Subsidie', 'Poperinge', 'Jeugddienst', 'Schepencollege', 'Financiële dienst', 'Milieuraad', 'Facturen indienen', 'Evaluatie', 'Bedragen berekenen', 'CBS agenda', 'Goedkeuring', 'Uitbetaling', 'Informatie aanvullen', 'Subsidieaanvraag', 'Communicatie']","Het proces beschrijft de stappen die doorlopen worden door jeugdverenigingen in Poperinge om subsidie te ontvangen voor activiteiten gericht op een specifieke doelgroep. Het proces begint bij de subsidieaanvraag en communicatie naar de verenigingen, gevolgd door het indienen van facturen bij de jeugddienst. Deze facturen worden geëvalueerd en de bedragen worden berekend. Vervolgens worden de bedragen op de agenda van het College van Burgemeester en Schepenen (CBS) geplaatst voor evaluatie en goedkeuring. Na goedkeuring worden de subsidies uitbetaald aan de verenigingen, die op de hoogte worden gebracht van de beslissing. Indien de informatie niet compleet is, wordt er gevraagd deze aan te vullen.","[{'query': 'Subsidieproces voor jeugdverenigingen in Poperinge', 'language': 'Dutch'}, {'query': 'Subsidy process for youth associations in Poperinge', 'language': 'English'}, {'query': 'Processus de subvention pour les associations de jeunesse à Poperinge', 'language': 'French'}, {'query': 'Stappenplan subsidieaanvraag specifieke doelgroep Poperinge', 'language': 'Dutch'}, {'query': 'Step-by-step subsidy application for specific target groups Poperinge', 'language': 'English'}, {'query': ""Plan d'étapes pour la demande de subvention pour un groupe cible spécifique Poperinge"", 'language': 'French'}, {'query': 'Evaluatie en goedkeuring van subsidies door CBS Poperinge', 'language': 'Dutch'}, {'query': 'Evaluation and approval of subsidies by CBS Poperinge', 'language': 'English'}, {'query': 'Évaluation et approbation des subventions par le CBS Poperinge', 'language': 'French'}, {'query': 'Uitbetalingsproces aan jeugdverenigingen Poperinge', 'language': 'Dutch'}, {'query': 'Payment process to youth associations Poperinge', 'language': 'English'}, {'query': 'Processus de paiement aux associations de jeunesse Poperinge', 'language': 'French'}, {'query': 'Facturen indienen en beoordelen voor subsidie jeugdverenigingen', 'language': 'Dutch'}, {'query': 'Submitting and reviewing invoices for youth association subsidies', 'language': 'English'}, {'query': 'Soumission et évaluation des factures pour les subventions des associations de jeunesse', 'language': 'French'}, {'query': 'Communicatie subsidieaanvraag jeugdverenigingen Poperinge', 'language': 'Dutch'}, {'query': 'Communication of subsidy application for youth associations Poperinge', 'language': 'English'}, {'query': 'Communication de la demande de subvention pour les associations de jeunesse Poperinge', 'language': 'French'}, {'query': 'Procedure voor aanvullen informatie subsidiedossier jeugdverenigingen', 'language': 'Dutch'}, {'query': 'Procedure for supplementing information on youth association subsidy files', 'language': 'English'}, {'query': 'Procédure pour compléter les informations sur les dossiers de subvention des associations de jeunesse', 'language': 'French'}]"
data/bpmn/Klachten-Heuvelland.bpmn,"['Klachtenafhandeling', 'Heuvelland', 'Melder', 'Klachtencoördinator', 'Diensthoofd', 'Algemeen directeur', 'Burgemeester', 'Webformulier', 'Klachtenregister', 'Ontvangstbevestiging', 'Onderzoek', 'Antwoord', 'Klachtenbehandelaar']","Het proces beschrijft de stappen die worden gevolgd bij de afhandeling van klachten in Heuvelland. Het begint met het indienen van een klacht via een webformulier, waarna bepaald wordt of het om een melding of een klacht gaat. Afhankelijk van deze beoordeling wordt de klacht geregistreerd en verder behandeld of als melding verder afgehandeld. Er zijn verschillende routes afhankelijk van de aard van de klacht, zoals klachten over een diensthoofd of een persoon, en verschillende betrokkenen zoals de klachtencoördinator, het diensthoofd, de algemeen directeur en de burgemeester. Het proces omvat stappen zoals het vragen om verduidelijking, het aanvullen van informatie, het registreren van de klacht, het onderzoeken van de klacht, en het formuleren en versturen van een antwoord binnen gestelde termijnen.","[{'query': 'Klachtenafhandelingsproces in Heuvelland', 'language': 'Dutch'}, {'query': 'Complaint handling process in Heuvelland', 'language': 'English'}, {'query': 'Processus de gestion des plaintes à Heuvelland', 'language': 'French'}, {'query': 'Stappenplan voor het behandelen van klachten via webformulier', 'language': 'Dutch'}, {'query': 'Step-by-step process for handling complaints via web form', 'language': 'English'}, {'query': 'Processus étape par étape pour la gestion des plaintes via formulaire web', 'language': 'French'}, {'query': 'Rol van klachtencoördinator in klachtenproces', 'language': 'Dutch'}, {'query': 'Role of complaint coordinator in complaint process', 'language': 'English'}, {'query': 'Rôle du coordinateur de plaintes dans le processus de plainte', 'language': 'French'}, {'query': 'BPMN diagram voor klachtenregistratie en -afhandeling', 'language': 'Dutch'}, {'query': 'BPMN diagram for complaint registration and handling', 'language': 'English'}, {'query': ""Diagramme BPMN pour l'enregistrement et le traitement des plaintes"", 'language': 'French'}, {'query': 'Communicatieproces tussen melder en klachtenbehandelaar', 'language': 'Dutch'}, {'query': 'Communication process between complainant and complaint handler', 'language': 'English'}, {'query': 'Processus de communication entre le plaignant et le gestionnaire de plaintes', 'language': 'French'}, {'query': 'Termijnen voor afhandeling van klachten in BPMN', 'language': 'Dutch'}, {'query': 'Deadlines for complaint resolution in BPMN', 'language': 'English'}, {'query': 'Délais pour la résolution des plaintes dans BPMN', 'language': 'French'}, {'query': 'Rol van algemeen directeur bij klachtenafhandeling', 'language': 'Dutch'}, {'query': 'Role of the general director in complaint handling', 'language': 'English'}, {'query': 'Rôle du directeur général dans la gestion des plaintes', 'language': 'French'}, {'query': 'Procedure bij klacht over diensthoofd in BPMN', 'language': 'Dutch'}, {'query': 'Procedure for complaints about department head in BPMN', 'language': 'English'}, {'query': 'Procédure pour les plaintes concernant le chef de service dans BPMN', 'language': 'French'}, {'query': 'BPMN proces voor versturen van ontvangstbevestiging klacht', 'language': 'Dutch'}, {'query': 'BPMN process for sending complaint acknowledgment', 'language': 'English'}, {'query': ""Processus BPMN pour l'envoi d'accusé de réception de plainte"", 'language': 'French'}]"
data/bpmn/Klachten-Kortemark.bpmn,"['Klachtenproces', 'Klachtencoördinator', 'Medewerker dienst', 'Klacht registreren', 'Webformulier', 'Melding', 'Klachtenbehandelaar', 'Ontvankelijkheid', 'Evaluatie', 'Verslag', 'Antwoord op klacht', 'Klachtenregister', 'e-bestuur', 'College van burgemeester en schepenen']","Het proces beschrijft de stappen die worden gevolgd wanneer een klacht of melding wordt ingediend bij een gemeentelijke dienst. Het begint met de vraag of het om een melding of klacht gaat, gevolgd door de registratie van de klacht en de beoordeling van de ontvankelijkheid. Afhankelijk van de aard van de klacht wordt deze toegewezen aan de juiste klachtenbehandelaar. Er zijn verschillende routes afhankelijk van tegen wie de klacht gericht is. Het proces omvat ook de evaluatie van de klacht, het opmaken van een verslag en het communiceren van het antwoord naar de melder binnen gestelde termijnen.","[{'query': 'Klachtenproces gemeente', 'language': 'Dutch'}, {'query': 'Municipal complaint process', 'language': 'English'}, {'query': 'Processus de plainte municipal', 'language': 'French'}, {'query': 'Registratie klachten in e-bestuur', 'language': 'Dutch'}, {'query': 'Registration of complaints in e-governance', 'language': 'English'}, {'query': ""Enregistrement des plaintes dans l'e-gouvernance"", 'language': 'French'}, {'query': 'Rol van klachtencoördinator', 'language': 'Dutch'}, {'query': 'Role of complaint coordinator', 'language': 'English'}, {'query': 'Rôle du coordinateur des plaintes', 'language': 'French'}, {'query': 'Behandeling klachten door college van burgemeester en schepenen', 'language': 'Dutch'}, {'query': 'Handling complaints by the college of mayor and aldermen', 'language': 'English'}, {'query': 'Traitement des plaintes par le collège des bourgmestre et échevins', 'language': 'French'}, {'query': 'Antwoordtermijnen op klachten', 'language': 'Dutch'}, {'query': 'Response times for complaints', 'language': 'English'}, {'query': 'Délais de réponse aux plaintes', 'language': 'French'}, {'query': 'Indienen klacht via webformulier', 'language': 'Dutch'}, {'query': 'Submitting a complaint via web form', 'language': 'English'}, {'query': 'Soumettre une plainte via un formulaire web', 'language': 'French'}, {'query': 'Verslaglegging in klachtenproces', 'language': 'Dutch'}, {'query': 'Reporting in the complaint process', 'language': 'English'}, {'query': 'Rapportage dans le processus de plainte', 'language': 'French'}, {'query': 'Ontvankelijkheid van klachten', 'language': 'Dutch'}, {'query': 'Admissibility of complaints', 'language': 'English'}, {'query': 'Recevabilité des plaintes', 'language': 'French'}]"
data/bpmn/klachtenbehandeling.bpmn,"['klachtenbehandeling', 'burger', 'gemeentebestuur', 'klacht indienen', 'gegrondheid', 'klachtenformulier', 'melding', 'CRM', 'OCMW', 'milieuklacht', 'organisatiebeheersing', 'kwaliteit', 'wachtrij', 'ontvangstbevestiging', 'ontvankelijkheid', 'beroepsprocedure', 'klachtendossier', 'motivatie cel', 'antwoordbrief', 'verbetering', 'ombudsdienst']","Het proces beschrijft de behandeling van klachten door een gemeentebestuur. Burgers kunnen klachten indienen via e-mail of een digitaal formulier. Klachten kunnen betrekking hebben op gemeentelijke dienstverlening of schade aan de openbare ruimte. De klachten worden geregistreerd in een CRM-systeem en dagelijks behandeld door de cel Organisatiebeheersing. Er wordt onderscheid gemaakt tussen verschillende soorten klachten zoals informatievragen, beroepsprocedures, meldingen en milieuklachten. Elke klacht wordt geëvalueerd op ontvankelijkheid en vervolgens onderzocht. De burger ontvangt een ontvangstbevestiging en uiteindelijk een antwoordbrief met de uitkomst van het onderzoek. Indien de burger niet tevreden is, kan deze zich wenden tot de ombudsdienst.","[{'query': 'proces van klachtenbehandeling bij een gemeente', 'language': 'Dutch'}, {'query': 'municipal complaint handling process', 'language': 'English'}, {'query': 'processus de gestion des plaintes municipales', 'language': 'French'}, {'query': 'indienen van een klacht via gemeentelijke website', 'language': 'Dutch'}, {'query': 'submitting a complaint via municipal website', 'language': 'English'}, {'query': 'soumettre une plainte via le site web municipal', 'language': 'French'}, {'query': 'gebruik van CRM in klachtenbehandelingsproces', 'language': 'Dutch'}, {'query': 'use of CRM in complaint handling process', 'language': 'English'}, {'query': 'utilisation de CRM dans le processus de traitement des plaintes', 'language': 'French'}, {'query': 'onderscheid tussen klacht en melding', 'language': 'Dutch'}, {'query': 'distinction between complaint and report', 'language': 'English'}, {'query': 'distinction entre plainte et signalement', 'language': 'French'}, {'query': 'rol van cel Organisatiebeheersing in klachtenafhandeling', 'language': 'Dutch'}, {'query': 'role of Organization Management cell in complaint resolution', 'language': 'English'}, {'query': 'rôle de la cellule de gestion organisationnelle dans la résolution des plaintes', 'language': 'French'}, {'query': 'ontvangstbevestiging van klacht naar burger', 'language': 'Dutch'}, {'query': 'acknowledgment of receipt of complaint to citizen', 'language': 'English'}, {'query': 'accusé de réception de plainte au citoyen', 'language': 'French'}, {'query': 'behandeling van milieuklachten door gemeente', 'language': 'Dutch'}, {'query': 'handling of environmental complaints by municipality', 'language': 'English'}, {'query': 'traitement des plaintes environnementales par la municipalité', 'language': 'French'}, {'query': 'doorlooptijd en rapportage van klachten', 'language': 'Dutch'}, {'query': 'turnaround time and reporting of complaints', 'language': 'English'}, {'query': 'délai de traitement et rapport des plaintes', 'language': 'French'}, {'query': 'procedure bij niet ontvankelijke klacht', 'language': 'Dutch'}, {'query': 'procedure for inadmissible complaint', 'language': 'English'}, {'query': 'procédure pour plainte irrecevable', 'language': 'French'}, {'query': 'doorverwijzing naar ombudsdienst bij ontevredenheid', 'language': 'Dutch'}, {'query': 'referral to ombudsman service in case of dissatisfaction', 'language': 'English'}, {'query': ""orientation vers le service de médiation en cas d'insatisfaction"", 'language': 'French'}, {'query': 'opstellen van een antwoordbrief na klachtenonderzoek', 'language': 'Dutch'}, {'query': 'drafting a response letter after complaint investigation', 'language': 'English'}, {'query': ""rédaction d'une lettre de réponse après enquête sur les plaintes"", 'language': 'French'}]"
